Tag	Name	Keyword	VR	VM	Unnamed: 5	Attribute Name	Retd. (from PS3.6 )	In Std. Comp. IOD (from PS3.3 )	Basic Prof.	Anonymisation	XNAT Code
(0040,0251)	Performed Procedure Step End Time	Performed​Procedure​Step​End​Time	TM	1		Performed Procedure Step End Time	N	Y	X	-(0040,0251)	-(0040,0251) //Performed Procedure Step End Time
(0040,0253)	Performed Procedure Step ID	Performed​Procedure​Step​ID	SH	1		Performed Procedure Step ID	N	Y	X	-(0040,0253)	-(0040,0253) //Performed Procedure Step ID
(0040,0254)	Performed Procedure Step Description	Performed​Procedure​Step​Description	LO	1		Performed Procedure Step Description	N	Y	X	-(0040,0254)	-(0040,0254) //Performed Procedure Step Description
(0040,0275)	Request Attributes Sequence	Request​Attributes​Sequence	SQ	1		Request Attributes Sequence	N	Y	X	-(0040,0275)	-(0040,0275) //Request Attributes Sequence
(0040,0280)	Comments on the Performed Procedure Step	Comments​On​The​Performed​Procedure​Step	ST	1		Comments on the Performed Procedure Step	N	Y	X	-(0040,0280)	-(0040,0280) //Comments on the Performed Procedure Step
(0040,0310)	Comments on Radiation Dose	Comments​On​Radiation​Dose	ST	1		Comments on Radiation Dose	N	Y	X	-(0040,0310)	-(0040,0310) //Comments on Radiation Dose
(0040,050A)	Specimen Accession Number	Specimen​Accession​Number	LO	1	RET (2008)	Specimen Accession Number	Y	N	X	-(0040,050A)	-(0040,050A) //Specimen Accession Number
(0040,0512)	Container Identifier	Container​Identifier	LO	1		Container Identifier	N	Y	D	(0040,0512) ?= "ANON"	(0040,0512) ?= "ANON" //Container Identifier
(0040,0513)	Issuer of the Container Identifier Sequence	Issuer​Of​The​Container​Identifier​Sequence	SQ	1		Issuer of the Container Identifier Sequence	N	Y	Z	TBD	TBD //Issuer of the Container Identifier Sequence
(0040,051A)	Container Description	Container​Description	LO	1		Container Description	N	Y	X	-(0040,051A)	-(0040,051A) //Container Description
(0040,0551)	Specimen Identifier	Specimen​Identifier	LO	1		Specimen Identifier	N	Y	D	(0040,0551) ?= "ANON"	(0040,0551) ?= "ANON" //Specimen Identifier
(0040,0554)	Specimen UID	Specimen​UID	UI	1		Specimen UID	N	Y	U	(0040,0554) ?= hashUID[(0040,0554)]	(0040,0554) ?= hashUID[(0040,0554)] //Specimen UID
(0040,0555)	Acquisition Context Sequence	Acquisition​Context​Sequence	SQ	1		Acquisition Context Sequence	N	Y	X/Z	TBD	TBD //Acquisition Context Sequence
(0040,0562)	Issuer of the Specimen Identifier Sequence	Issuer​Of​The​Specimen​Identifier​Sequence	SQ	1		Issuer of the Specimen Identifier Sequence	N	Y	Z	TBD	TBD //Issuer of the Specimen Identifier Sequence
(0040,0600)	Specimen Short Description	Specimen​Short​Description	LO	1		Specimen Short Description	N	Y	X	-(0040,0600)	-(0040,0600) //Specimen Short Description
(0040,0602)	Specimen Detailed Description	Specimen​Detailed​Description	UT	1		Specimen Detailed Description	N	Y	X	-(0040,0602)	-(0040,0602) //Specimen Detailed Description
(0040,0610)	Specimen Preparation Sequence	Specimen​Preparation​Sequence	SQ	1		Specimen Preparation Sequence	N	Y	Z	TBD	TBD //Specimen Preparation Sequence
(0040,06FA)	Slide Identifier	Slide​Identifier	LO	1	RET (2008)	Slide Identifier	Y	N	X	-(0040,06FA)	-(0040,06FA) //Slide Identifier
(0040,1001)	Requested Procedure ID	Requested​Procedure​ID	SH	1		Requested Procedure ID	N	N	X	-(0040,1001)	-(0040,1001) //Requested Procedure ID
(0040,1002)	Reason for the Requested Procedure	Reason​For​The​Requested​Procedure	LO	1		Reason for the Requested Procedure	N	Y	X	-(0040,1002)	-(0040,1002) //Reason for the Requested Procedure
(0040,1004)	Patient Transport Arrangements	Patient​Transport​Arrangements	LO	1		Patient Transport Arrangements	N	N	X	-(0040,1004)	-(0040,1004) //Patient Transport Arrangements
(0040,1005)	Requested Procedure Location	Requested​Procedure​Location	LO	1		Requested Procedure Location	N	N	X	-(0040,1005)	-(0040,1005) //Requested Procedure Location
(0040,100A)	Reason for Requested Procedure Code Sequence	Reason​For​Requested​Procedure​Code​Sequence	SQ	1		Reason for Requested Procedure Code Sequence	N	Y	X	-(0040,100A)	-(0040,100A) //Reason for Requested Procedure Code Sequence
(0040,1010)	Names of Intended Recipients of Results	Names​Of​Intended​Recipients​Of​Results	PN	1-n		Names of Intended Recipients of Results	N	N	X	-(0040,1010)	-(0040,1010) //Names of Intended Recipients of Results
(0040,1011)	Intended Recipients of Results Identification Sequence	Intended​Recipients​Of​Results​Identification​Sequence	SQ	1		Intended Recipients of Results Identification Sequence	N	N	X	-(0040,1011)	-(0040,1011) //Intended Recipients of Results Identification Sequence
(0040,1101)	Person Identification Code Sequence	Person​Identification​Code​Sequence	SQ	1		Person Identification Code Sequence	N	Y	D	TBD	TBD //Person Identification Code Sequence
(0040,1102)	Person's Address	Person​Address	ST	1		Person's Address	N	Y	X	-(0040,1102)	-(0040,1102) //Person's Address
(0040,1103)	Person's Telephone Numbers	Person​Telephone​Numbers	LO	1-n		Person's Telephone Numbers	N	Y	X	-(0040,1103)	-(0040,1103) //Person's Telephone Numbers
(0040,1104)	Person's Telecom Information	Person​Telecom​Information	LT	1		Person's Telecom Information	N	Y	X	-(0040,1104)	-(0040,1104) //Person's Telecom Information
(0040,1400)	Requested Procedure Comments	Requested​Procedure​Comments	LT	1		Requested Procedure Comments	N	N	X	-(0040,1400)	-(0040,1400) //Requested Procedure Comments
(0040,2001)	Reason for the Imaging Service Request	Reason​For​The​Imaging​Service​Request	LO	1	RET (2003)	Reason for the Imaging Service Request	Y	N	X	-(0040,2001)	-(0040,2001) //Reason for the Imaging Service Request
(0040,2004)	Issue Date of Imaging Service Request	Issue​Date​Of​Imaging​Service​Request	DA	1		Issue Date of Imaging Service Request	N	N	X	-(0040,2004)	-(0040,2004) //Issue Date of Imaging Service Request
(0040,2005)	Issue Time of Imaging Service Request	Issue​Time​Of​Imaging​Service​Request	TM	1		Issue Time of Imaging Service Request	N	N	X	-(0040,2005)	-(0040,2005) //Issue Time of Imaging Service Request
(0040,2008)	Order Entered By	Order​Entered​By	PN	1		Order Entered By	N	N	X	-(0040,2008)	-(0040,2008) //Order Entered By
(0040,2009)	Order Enterer's Location	Order​Enterer​Location	SH	1		Order Enterer's Location	N	N	X	-(0040,2009)	-(0040,2009) //Order Enterer's Location
(0040,2010)	Order Callback Phone Number	Order​Callback​Phone​Number	SH	1		Order Callback Phone Number	N	N	X	-(0040,2010)	-(0040,2010) //Order Callback Phone Number
(0040,2011)	Order Callback Telecom Information	Order​Callback​Telecom​Information	LT	1		Order Callback Telecom Information	N	N	X	-(0040,2011)	-(0040,2011) //Order Callback Telecom Information
(0040,2016)	Placer Order Number / Imaging Service Request	Placer​Order​Number​Imaging​Service​Request	LO	1		Placer Order Number / Imaging Service Request	N	Y	Z	(0040,2016) ?= "ANON"	(0040,2016) ?= "ANON" //Placer Order Number / Imaging Service Request
(0040,2017)	Filler Order Number / Imaging Service Request	Filler​Order​Number​Imaging​Service​Request	LO	1		Filler Order Number / Imaging Service Request	N	Y	Z	(0040,2017) ?= "ANON"	(0040,2017) ?= "ANON" //Filler Order Number / Imaging Service Request
(0040,2400)	Imaging Service Request Comments	Imaging​Service​Request​Comments	LT	1		Imaging Service Request Comments	N	N	X	-(0040,2400)	-(0040,2400) //Imaging Service Request Comments
(0040,3001)	Confidentiality Constraint on Patient Data Description	Confidentiality​Constraint​On​Patient​Data​Description	LO	1		Confidentiality Constraint on Patient Data Description	N	N	X	-(0040,3001)	-(0040,3001) //Confidentiality Constraint on Patient Data Description
(0040,4005)	Scheduled Procedure Step Start DateTime	Scheduled​Procedure​Step​Start​Date​Time	DT	1		Scheduled Procedure Step Start DateTime	N	N	X	-(0040,4005)	-(0040,4005) //Scheduled Procedure Step Start DateTime
(0040,4008)	Scheduled Procedure Step Expiration DateTime	Scheduled​Procedure​Step​Expiration​Date​Time	DT	1		Scheduled Procedure Step Expiration DateTime	N	N	X	-(0040,4008)	-(0040,4008) //Scheduled Procedure Step Expiration DateTime
(0040,4010)	Scheduled Procedure Step Modification DateTime	Scheduled​Procedure​Step​Modification​Date​Time	DT	1		Scheduled Procedure Step Modification DateTime	N	N	X	-(0040,4010)	-(0040,4010) //Scheduled Procedure Step Modification DateTime
(0040,4011)	Expected Completion DateTime	Expected​Completion​Date​Time	DT	1		Expected Completion DateTime	N	N	X	-(0040,4011)	-(0040,4011) //Expected Completion DateTime
(0040,4023)	Referenced General Purpose Scheduled Procedure Step Transaction UID	Referenced​General​Purpose​Scheduled​Procedure​Step​Transaction​UID	UI	1	RET (2011)	Referenced General Purpose Scheduled Procedure Step Transaction UID	Y	N	U	(0040,4023) ?= hashUID[(0040,4023)]	(0040,4023) ?= hashUID[(0040,4023)] //Referenced General Purpose Scheduled Procedure Step Transaction UID
(0040,4025)	Scheduled Station Name Code Sequence	Scheduled​Station​Name​Code​Sequence	SQ	1		Scheduled Station Name Code Sequence	N	N	X	-(0040,4025)	-(0040,4025) //Scheduled Station Name Code Sequence
(0040,4027)	Scheduled Station Geographic Location Code Sequence	Scheduled​Station​Geographic​Location​Code​Sequence	SQ	1		Scheduled Station Geographic Location Code Sequence	N	N	X	-(0040,4027)	-(0040,4027) //Scheduled Station Geographic Location Code Sequence
(0040,4028)	Performed Station Name Code Sequence	Performed​Station​Name​Code​Sequence	SQ	1		Performed Station Name Code Sequence	N	N	X	-(0040,4028)	-(0040,4028) //Performed Station Name Code Sequence
(0040,4030)	Performed Station Geographic Location Code Sequence	Performed​Station​Geographic​Location​Code​Sequence	SQ	1		Performed Station Geographic Location Code Sequence	N	N	X	-(0040,4030)	-(0040,4030) //Performed Station Geographic Location Code Sequence
(0040,4034)	Scheduled Human Performers Sequence	Scheduled​Human​Performers​Sequence	SQ	1		Scheduled Human Performers Sequence	N	N	X	-(0040,4034)	-(0040,4034) //Scheduled Human Performers Sequence
(0040,4035)	Actual Human Performers Sequence	Actual​Human​Performers​Sequence	SQ	1		Actual Human Performers Sequence	N	N	X	-(0040,4035)	-(0040,4035) //Actual Human Performers Sequence
(0040,4036)	Human Performer's Organization	Human​Performer​Organization	LO	1		Human Performer's Organization	N	N	X	-(0040,4036)	-(0040,4036) //Human Performer's Organization
(0040,4037)	Human Performer's Name	Human​Performer​Name	PN	1		Human Performer's Name	N	N	X	-(0040,4037)	-(0040,4037) //Human Performer's Name
(0040,4050)	Performed Procedure Step Start DateTime	Performed​Procedure​Step​Start​Date​Time	DT	1		Performed Procedure Step Start DateTime	N	N	X	-(0040,4050)	-(0040,4050) //Performed Procedure Step Start DateTime
(0040,4051)	Performed Procedure Step End DateTime	Performed​Procedure​Step​End​Date​Time	DT	1		Performed Procedure Step End DateTime	N	N	X	-(0040,4051)	-(0040,4051) //Performed Procedure Step End DateTime
(0040,4052)	Procedure Step Cancellation DateTime	Procedure​Step​Cancellation​Date​Time	DT	1		Procedure Step Cancellation DateTime	N	N	X	-(0040,4052)	-(0040,4052) //Procedure Step Cancellation DateTime
(0040,A023)	Findings Group Recording Date (Trial)	Findings​Group​Recording​Date​Trial	DA	1	RET (2009)	Findings Group Recording Date (Trial)	Y	N	X	-(0040,A023)	-(0040,A023) //Findings Group Recording Date (Trial)
(0040,A024)	Findings Group Recording Time (Trial)	Findings​Group​Recording​Time​Trial	TM	1	RET (2009)	Findings Group Recording Time (Trial)	Y	N	X	-(0040,A024)	-(0040,A024) //Findings Group Recording Time (Trial)
(0040,A027)	Verifying Organization	Verifying​Organization	LO	1		Verifying Organization	N	Y	D	(0040,A027) ?= "ANON"	(0040,A027) ?= "ANON" //Verifying Organization
(0040,A030)	Verification DateTime	Verification​Date​Time	DT	1		Verification DateTime	N	Y	D	(0040,A030) ?= "00000000000000.000000"	(0040,A030) ?= "00000000000000.000000" //Verification DateTime
(0040,A032)	Observation DateTime	Observation​Date​Time	DT	1		Observation DateTime	N	Y	X/D	(0040,A032) ?= "00000000000000.000000"	(0040,A032) ?= "00000000000000.000000" //Observation DateTime
(0040,A033)	Observation Start DateTime	Observation​Start​Date​Time	DT	1		Observation Start DateTime	N	Y	X	-(0040,A033)	-(0040,A033) //Observation Start DateTime
(0040,A073)	Verifying Observer Sequence	Verifying​Observer​Sequence	SQ	1		Verifying Observer Sequence	N	Y	D	TBD	TBD //Verifying Observer Sequence
(0040,A075)	Verifying Observer Name	Verifying​Observer​Name	PN	1		Verifying Observer Name	N	Y	D	(0040,A075) ?= "ANON"	(0040,A075) ?= "ANON" //Verifying Observer Name
(0040,A078)	Author Observer Sequence	Author​Observer​Sequence	SQ	1		Author Observer Sequence	N	Y	X	-(0040,A078)	-(0040,A078) //Author Observer Sequence
(0040,A07A)	Participant Sequence	Participant​Sequence	SQ	1		Participant Sequence	N	Y	X	-(0040,A07A)	-(0040,A07A) //Participant Sequence
(0040,A07C)	Custodial Organization Sequence	Custodial​Organization​Sequence	SQ	1		Custodial Organization Sequence	N	Y	X	-(0040,A07C)	-(0040,A07C) //Custodial Organization Sequence
(0040,A082)	Participation DateTime	Participation​Date​Time	DT	1		Participation DateTime	N	Y	Z	(0040,A082) ?= "00000000000000.000000"	(0040,A082) ?= "00000000000000.000000" //Participation DateTime
(0040,A088)	Verifying Observer Identification Code Sequence	Verifying​Observer​Identification​Code​Sequence	SQ	1		Verifying Observer Identification Code Sequence	N	Y	Z	TBD	TBD //Verifying Observer Identification Code Sequence
(0040,A110)	Date of Document or Verbal Transaction (Trial)	Date​Of​Document​Or​Verbal​Transaction​Trial	DA	1	RET (2009)	Date of Document or Verbal Transaction (Trial)	Y	N	X	-(0040,A110)	-(0040,A110) //Date of Document or Verbal Transaction (Trial)
(0040,A112)	Time of Document Creation or Verbal Transaction (Trial)	Time​Of​Document​Creation​Or​Verbal​Transaction​Trial	TM	1	RET (2009)	Time of Document Creation or Verbal Transaction (Trial)	Y	N	X	-(0040,A112)	-(0040,A112) //Time of Document Creation or Verbal Transaction (Trial)
(0040,A120)	DateTime	Date​Time	DT	1		DateTime	N	Y	D	(0040,A120) ?= "00000000000000.000000"	(0040,A120) ?= "00000000000000.000000" //DateTime
(0040,A121)	Date	Date	DA	1		Date	N	Y	D	(0040,A121) ?= "00000000"	(0040,A121) ?= "00000000" //Date
(0040,A122)	Time	Time	TM	1		Time	N	Y	D	(0040,A122) ?= "000000.000000"	(0040,A122) ?= "000000.000000" //Time
(0040,A123)	Person Name	Person​Name	PN	1		Person Name	N	Y	D	(0040,A123) ?= "ANON"	(0040,A123) ?= "ANON" //Person Name
(0040,A124)	UID	UID	UI	1		UID	N	Y	U	(0040,A124) ?= hashUID[(0040,A124)]	(0040,A124) ?= hashUID[(0040,A124)] //UID
(0040,A13A)	Referenced DateTime	Referenced​Date​Time	DT	1-n		Referenced DateTime	N	Y	D	(0040,A13A) ?= "00000000000000.000000"	(0040,A13A) ?= "00000000000000.000000" //Referenced DateTime
(0040,A171)	Observation UID	Observation​UID	UI	1		Observation UID	N	Y	U	(0040,A171) ?= hashUID[(0040,A171)]	(0040,A171) ?= hashUID[(0040,A171)] //Observation UID
(0040,A172)	Referenced Observation UID (Trial)	Referenced​Observation​UID​Trial	UI	1	RET (2009)	Referenced Observation UID (Trial)	Y	N	U	(0040,A172) ?= hashUID[(0040,A172)]	(0040,A172) ?= hashUID[(0040,A172)] //Referenced Observation UID (Trial)
(0040,A192)	Observation Date (Trial)	Observation​Date​Trial	DA	1	RET (2009)	Observation Date (Trial)	Y	N	X	-(0040,A192)	-(0040,A192) //Observation Date (Trial)
(0040,A193)	Observation Time (Trial)	Observation​Time​Trial	TM	1	RET (2009)	Observation Time (Trial)	Y	N	X	-(0040,A193)	-(0040,A193) //Observation Time (Trial)
(0040,A307)	Current Observer (Trial)	Current​Observer​Trial	PN	1	RET (2009)	Current Observer (Trial)	Y	N	X	-(0040,A307)	-(0040,A307) //Current Observer (Trial)
(0040,A352)	Verbal Source (Trial)	Verbal​Source​Trial	PN	1	RET (2009)	Verbal Source (Trial)	Y	N	X	-(0040,A352)	-(0040,A352) //Verbal Source (Trial)
(0040,A353)	Address (Trial)	Address​Trial	ST	1	RET (2009)	Address (Trial)	Y	N	X	-(0040,A353)	-(0040,A353) //Address (Trial)
(0040,A354)	Telephone Number (Trial)	Telephone​Number​Trial	LO	1	RET (2009)	Telephone Number (Trial)	Y	N	X	-(0040,A354)	-(0040,A354) //Telephone Number (Trial)
(0040,A358)	Verbal Source Identifier Code Sequence (Trial)	Verbal​Source​Identifier​Code​Sequence​Trial	SQ	1	RET (2009)	Verbal Source Identifier Code Sequence (Trial)	Y	N	X	-(0040,A358)	-(0040,A358) //Verbal Source Identifier Code Sequence (Trial)
(0040,A402)	Observation Subject UID (Trial)	Observation​Subject​UID​Trial	UI	1	RET (2009)	Observation Subject UID (Trial)	Y	N	U	(0040,A402) ?= hashUID[(0040,A402)]	(0040,A402) ?= hashUID[(0040,A402)] //Observation Subject UID (Trial)
(0040,A730)	Content Sequence	Content​Sequence	SQ	1		Content Sequence	N	Y	D	TBD	TBD //Content Sequence
(0040,DB06)	Template Version	Template​Version	DT	1	RET (2001)	Template Version	Y	N	X	-(0040,DB06)	-(0040,DB06) //Template Version
(0040,DB07)	Template Local Version	Template​Local​Version	DT	1	RET (2001)	Template Local Version	Y	N	X	-(0040,DB07)	-(0040,DB07) //Template Local Version
(0040,DB0C)	Template Extension Organization UID	Template​Extension​Organization​UID	UI	1	RET (2001)	Template Extension Organization UID	Y	N	U	(0040,DB0C) ?= hashUID[(0040,DB0C)]	(0040,DB0C) ?= hashUID[(0040,DB0C)] //Template Extension Organization UID
(0040,DB0D)	Template Extension Creator UID	Template​Extension​Creator​UID	UI	1	RET (2001)	Template Extension Creator UID	Y	N	U	(0040,DB0D) ?= hashUID[(0040,DB0D)]	(0040,DB0D) ?= hashUID[(0040,DB0D)] //Template Extension Creator UID
(0040,E004)	HL7 Document Effective Time	HL7Document​Effective​Time	DT	1		HL7 Document Effective Time	N	N	X	-(0040,E004)	-(0040,E004) //HL7 Document Effective Time
(0042,0011)	Encapsulated Document	Encapsulated​Document	OB	1		Encapsulated Document	N	Y	D	TBD	TBD //Encapsulated Document
(0044,0004)	Approval Status DateTime	Approval​Status​Date​Time	DT	1		Approval Status DateTime	N	N	X	-(0044,0004)	-(0044,0004) //Approval Status DateTime
(0044,000B)	Product Expiration DateTime	Product​Expiration​Date​Time	DT	1		Product Expiration DateTime	N	N	X	-(0044,000B)	-(0044,000B) //Product Expiration DateTime
(0044,0010)	Substance Administration DateTime	Substance​Administration​Date​Time	DT	1		Substance Administration DateTime	N	N	X	-(0044,0010)	-(0044,0010) //Substance Administration DateTime
(0044,0104)	Assertion DateTime	Assertion​DateTime	DT	1		Assertion DateTime	N	Y	D	(0044,0104) ?= "00000000000000.000000"	(0044,0104) ?= "00000000000000.000000" //Assertion DateTime
(0044,0105)	Assertion Expiration DateTime	Assertion​Expiration​DateTime	DT	1		Assertion Expiration DateTime	N	Y	X	-(0044,0105)	-(0044,0105) //Assertion Expiration DateTime
(0050,001B)	Container Component ID	Container​Component​ID	LO	1		Container Component ID	N	Y	X	-(0050,001B)	-(0050,001B) //Container Component ID
(0050,0020)	Device Description	Device​Description	LO	1		Device Description	N	Y	X	-(0050,0020)	-(0050,0020) //Device Description
(0050,0021)	Long Device Description	Long​Device​Description	ST	1		Long Device Description	N	Y	X	-(0050,0021)	-(0050,0021) //Long Device Description
(0062,0021)	Tracking UID	Tracking​UID	UI	1		Tracking UID	N	Y	U	(0062,0021) ?= hashUID[(0062,0021)]	(0062,0021) ?= hashUID[(0062,0021)] //Tracking UID
(0064,0003)	Source Frame of Reference UID	Source​Frame​Of​Reference​UID	UI	1		Source Frame of Reference UID	N	Y	U	(0064,0003) ?= hashUID[(0064,0003)]	(0064,0003) ?= hashUID[(0064,0003)] //Source Frame of Reference UID
(0068,6226)	Effective DateTime	Effective​Date​Time	DT	1		Effective DateTime	N	Y	D	(0068,6226) ?= "00000000000000.000000"	(0068,6226) ?= "00000000000000.000000" //Effective DateTime
(0068,6270)	Information Issue DateTime	Information​Issue​Date​Time	DT	1		Information Issue DateTime	N	Y	D	(0068,6270) ?= "00000000000000.000000"	(0068,6270) ?= "00000000000000.000000" //Information Issue DateTime
(006A,0003)	Annotation Group UID	Annotation​Group​UID	UI	1		Annotation Group UID	N	Y	D	(006A,0003) ?= hashUID[(006A,0003)]	(006A,0003) ?= hashUID[(006A,0003)] //Annotation Group UID
(006A,0005)	Annotation Group Label	Annotation​Group​Label	LO	1		Annotation Group Label	N	Y	D	(006A,0005) ?= "ANON"	(006A,0005) ?= "ANON" //Annotation Group Label
(006A,0006)	Annotation Group Description	Annotation​Group​Description	UT	1		Annotation Group Description	N	Y	X	-(006A,0006)	-(006A,0006) //Annotation Group Description
(0070,0001)	Graphic Annotation Sequence	Graphic​Annotation​Sequence	SQ	1		Graphic Annotation Sequence	N	Y	D	TBD	TBD //Graphic Annotation Sequence
(0070,0082)	Presentation Creation Date	Presentation​Creation​Date	DA	1		Presentation Creation Date	N	Y	X	-(0070,0082)	-(0070,0082) //Presentation Creation Date
(0070,0083)	Presentation Creation Time	Presentation​Creation​Time	TM	1		Presentation Creation Time	N	Y	X	-(0070,0083)	-(0070,0083) //Presentation Creation Time
(0070,0084)	Content Creator's Name	Content​Creator​Name	PN	1		Content Creator's Name	N	Y	Z/D	(0070,0084) ?= "ANON"	(0070,0084) ?= "ANON" //Content Creator's Name
(0070,0086)	Content Creator's Identification Code Sequence	Content​Creator​Identification​Code​Sequence	SQ	1		Content Creator's Identification Code Sequence	N	Y	X	-(0070,0086)	-(0070,0086) //Content Creator's Identification Code Sequence
(0070,031A)	Fiducial UID	Fiducial​UID	UI	1		Fiducial UID	N	Y	U	(0070,031A) ?= hashUID[(0070,031A)]	(0070,031A) ?= hashUID[(0070,031A)] //Fiducial UID
(0070,1101)	Presentation Display Collection UID	Presentation​Display​Collection​UID	UI	1		Presentation Display Collection UID	N	Y	U	(0070,1101) ?= hashUID[(0070,1101)]	(0070,1101) ?= hashUID[(0070,1101)] //Presentation Display Collection UID
(0070,1102)	Presentation Sequence Collection UID	Presentation​Sequence​Collection​UID	UI	1		Presentation Sequence Collection UID	N	Y	U	(0070,1102) ?= hashUID[(0070,1102)]	(0070,1102) ?= hashUID[(0070,1102)] //Presentation Sequence Collection UID
(0072,000A)	Hanging Protocol Creation Date​Time	Hanging​Protocol​Creation​Date​Time	DT	1		Hanging Protocol Creation DateTime	N	Y	D	(0072,000A) ?= "00000000000000.000000"	(0072,000A) ?= "00000000000000.000000" //Hanging Protocol Creation Date​Time
(0072,005E)	Selector AE Value	Selector​AEValue	AE	1-n		Selector AE Value	N	Y	D	(0072,005E) ?= "ANON"	(0072,005E) ?= "ANON" //Selector AE Value
(0072,005F)	Selector AS Value	Selector​ASValue	AS	1-n		Selector AS Value	N	Y	D	(0072,005F) ?= "000Y"	(0072,005F) ?= "000Y" //Selector AS Value
(0072,0061)	Selector DA Value	Selector​DAValue	DA	1-n		Selector DA Value	N	Y	D	(0072,0061) ?= "00000000"	(0072,0061) ?= "00000000" //Selector DA Value
(0072,0063)	Selector DT Value	Selector​DTValue	DT	1-n		Selector DT Value	N	Y	D	(0072,0063) ?= "00000000000000.000000"	(0072,0063) ?= "00000000000000.000000" //Selector DT Value
(0072,0065)	Selector OB Value	Selector​OBValue	OB	1		Selector OB Value	N	Y	D	TBD	TBD //Selector OB Value
(0072,0066)	Selector LO Value	Selector​LO​Value	LO	1-n		Selector LO Value	N	Y	D	(0072,0066) ?= "ANON"	(0072,0066) ?= "ANON" //Selector LO Value
(0072,0068)	Selector LT Value	Selector​LT​Value	LT	1		Selector LT Value	N	Y	D	(0072,0068) ?= "ANON"	(0072,0068) ?= "ANON" //Selector LT Value
(0072,006A)	Selector PN Value	Selector​PN​Value	PN	1-n		Selector PN Value	N	Y	D	(0072,006A) ?= "ANON"	(0072,006A) ?= "ANON" //Selector PN Value
(0072,006B)	Selector TM Value	Selector​TMValue	TM	1-n		Selector TM Value	N	Y	D	(0072,006B) ?= "000000.000000"	(0072,006B) ?= "000000.000000" //Selector TM Value
(0072,006C)	Selector SH Value	Selector​SH​Value	SH	1-n		Selector SH Value	N	Y	D	(0072,006C) ?= "ANON"	(0072,006C) ?= "ANON" //Selector SH Value
(0072,006D)	Selector UN Value	Selector​UNValue	UN	1		Selector UN Value	N	Y	D	(0072,006D) ?= "ANON"	(0072,006D) ?= "ANON" //Selector UN Value
(0072,006E)	Selector ST Value	Selector​ST​Value	ST	1		Selector ST Value	N	Y	D	(0072,006E) ?= "ANON"	(0072,006E) ?= "ANON" //Selector ST Value
(0072,0070)	Selector UT Value	Selector​UT​Value	UT	1		Selector UT Value	N	Y	D	(0072,0070) ?= "ANON"	(0072,0070) ?= "ANON" //Selector UT Value
(0072,0071)	Selector UR Value	Selector​URValue	UR	1		Selector UR Value	N	Y	D	(0072,0071) ?= "https://thisisaplaceholderlink.com"	(0072,0071) ?= "https://thisisaplaceholderlink.com" //Selector UR Value
(0074,1234)	Receiving AE	Receiving​AE	AE	1		Receiving AE	N	N	X	-(0074,1234)	-(0074,1234) //Receiving AE
(0074,1236)	Requesting AE	Requesting​AE	AE	1		Requesting AE	N	N	X	-(0074,1236)	-(0074,1236) //Requesting AE
(0088,0140)	Storage Media File-set UID	Storage​Media​File​Set​UID	UI	1		Storage Media File-set UID	N	Y	U	(0088,0140) ?= hashUID[(0088,0140)]	(0088,0140) ?= hashUID[(0088,0140)] //Storage Media File-set UID
(0088,0200)	Icon Image Sequence	Icon​Image​Sequence	SQ	1		Icon Image Sequence (see Note 11)	N	Y	X	-(0088,0200)	-(0088,0200) //Icon Image Sequence
(0088,0904)	Topic Title	Topic​Title	LO	1	RET (2007)	Topic Title	Y	N	X	-(0088,0904)	-(0088,0904) //Topic Title
(0088,0906)	Topic Subject	Topic​Subject	ST	1	RET (2007)	Topic Subject	Y	N	X	-(0088,0906)	-(0088,0906) //Topic Subject
(0088,0910)	Topic Author	Topic​Author	LO	1	RET (2007)	Topic Author	Y	N	X	-(0088,0910)	-(0088,0910) //Topic Author
(0088,0912)	Topic Keywords	Topic​Keywords	LO	1-32	RET (2007)	Topic Keywords	Y	N	X	-(0088,0912)	-(0088,0912) //Topic Keywords
(0100,0420)	SOP Authorization DateTime	SOP​Authorization​Date​Time	DT	1		SOP Authorization DateTime	N	Y	X	-(0100,0420)	-(0100,0420) //SOP Authorization DateTime
(0400,0100)	Digital Signature UID	Digital​Signature​UID	UI	1		Digital Signature UID	N	Y	U	(0400,0100) ?= hashUID[(0400,0100)]	(0400,0100) ?= hashUID[(0400,0100)] //Digital Signature UID
(0400,0105)	Digital Signature DateTime	Digital​Signature​Date​Time	DT	1		Digital Signature DateTime	N	Y	D	(0400,0105) ?= "00000000000000.000000"	(0400,0105) ?= "00000000000000.000000" //Digital Signature DateTime
(0400,0115)	Certificate of Signer	Certificate​Of​Signer	OB	1		Certificate of Signer	N	Y	D	TBD	TBD //Certificate of Signer
(0400,0310)	Certified Timestamp	Certified​Timestamp	OB	1		Certified Timestamp	N	Y	X	-(0400,0310)	-(0400,0310) //Certified Timestamp
(0400,0402)	Referenced Digital Signature Sequence	Referenced​Digital​Signature​Sequence	SQ	1		Referenced Digital Signature Sequence	N	Y	X	-(0400,0402)	-(0400,0402) //Referenced Digital Signature Sequence
(0400,0403)	Referenced SOP Instance MAC Sequence	Referenced​SOP​Instance​MAC​Sequence	SQ	1		Referenced SOP Instance MAC Sequence	N	Y	X	-(0400,0403)	-(0400,0403) //Referenced SOP Instance MAC Sequence
(0400,0404)	MAC	MAC	OB	1		MAC	N	Y	X	-(0400,0404)	-(0400,0404) //MAC
